gene	BB09.rpkm	BB10.rpkm	BB17.rpkm	BB19.rpkm	BB20.rpkm	BB21.rpkm	BB11.rpkm	BB12.rpkm	BB18.rpkm	reflen
rplQ.t01	1374	1560	1011	744	611	518	1617	1557	601	384
rpoA.t01	74376	75989	49108	35214	31882	26701	33671	27172	16833	990
rpsD.t01	17287	14939	9617	7875	7315	5892	5670	5619	4354	621
rpsK.t01	4736	3744	2738	2219	1978	1692	1701	1699	1345	390
rpsM.t01	4835	4991	3796	2908	2865	2365	3825	2669	1758	357
rpmJ.t01	1118	1093	765	715	622	481	620	560	298	117
secY.t01	9076	9081	5907	4903	4555	3956	5605	5297	2534	1332
rplO.t01	4067	3987	2471	2116	1615	1484	1848	1682	951	435
rpmD.t01	1069	1008	430	574	395	410	362	533	287	180
rpsE.t01	3089	2625	1499	1238	1105	1019	1417	1791	808	504
rplR.t01	6671	6467	3468	2500	2727	1678	2564	1776	1066	354
rplF.t01	12485	11853	5461	4365	4204	2833	3398	3071	1694	534
rpsH.t01	9696	8081	4714	3168	3263	2737	3496	3355	2076	393
rpsN.t01	4367	3780	2861	1964	1901	1520	1710	1848	1185	306
rplE.t01	9221	7857	5541	4447	4818	3452	5052	4087	2768	540
rplX.t01	4971	4435	3085	2226	2458	1718	2097	2065	1181	315
rplN.t01	64692	53341	42709	29330	24348	21748	29827	18267	14263	372
rpsQ.t01	549	535	455	328	287	298	710	819	256	255
rpmC.t01	836	722	626	454	389	309	475	513	246	192
rplP.t01	5073	5356	3367	3055	2635	2298	3187	2852	1595	411
rpsC.t01	10653	9794	6338	5863	6270	4610	6259	5756	3371	702
rplV.t01	7290	8527	5142	4701	5246	4071	7339	5562	2758	333
rpsS.t01	77388	70340	39412	32546	34811	21972	32314	13245	11245	279
rplB.t01	111697	90132	47012	42193	48196	27375	25936	15120	14486	822
rplW.t01	33188	27989	17314	15377	14426	9556	10687	4590	5106	303
rplD.t01	39631	37329	21138	20039	19471	12298	10641	6663	5680	606
rplC.t01	22955	16254	8581	8072	8514	5862	4618	4045	3417	630
rpsJ.t01	19424	18130	9964	8085	8137	6485	8912	6986	4094	312
gspB.t01	345	209	113	122	106	148	296	850	140	420
gspA.t01	1036	683	273	280	266	700	989	3490	658	1470
gspC.t01	514	460	165	123	190	399	547	1683	241	816
gspD.t01	1409	1018	363	495	410	744	1259	4364	877	1953
gspE.t01	1137	729	317	304	253	679	954	3183	707	1482
gspF.t01	814	522	237	242	348	431	790	2681	473	1197
gspG.t01	359	247	87	104	78	184	268	1217	168	438
gspH.t01	323	180	59	88	81	165	289	953	121	510
gspI.t01	239	159	45	73	66	116	225	999	195	378
gspJ.t01	499	382	101	218	202	315	509	1412	313	588
gspK.t01	818	607	191	208	232	356	759	2499	440	984
gspL.t01	1009	807	324	401	401	704	1018	3117	676	1164
gspM.t01	416	301	69	160	174	316	331	1107	292	462
gspO.t01	479	335	158	542	521	609	632	1476	324	678
bfr.t01	703	627	262	9954	9771	10427	5502	4135	1369	477
bfd.t01	221	227	149	94	109	71	357	616	150	195
chiA.t01	2358	1784	661	816	865	1442	1952	6701	1182	2694
tufA.t01	50298	49781	31656	22290	19572	13310	21014	14038	11086	1185
fusA.t01	62079	51465	33432	22844	22143	16720	20802	21643	15164	2115
rpsG.t01	8550	7847	5275	4917	4582	3510	3505	3726	1834	540
rpsL.t01	13470	12437	7951	5812	5638	4061	3397	3232	2207	375
tusB.t01	499	313	179	353	281	308	828	1011	231	288
tusC.t01	413	277	136	171	160	189	323	916	222	360
tusD.t01	496	456	230	281	272	247	256	1013	232	387
yheO.t01	1137	1131	435	681	565	648	885	2177	413	723
fkpA.t01	2259	1805	1170	905	976	899	1725	3206	940	813
slyX.t01	232	232	45	93	68	114	190	585	144	219
slyD.t01	8867	8594	5725	4117	4298	3311	5170	3525	2710	591
yheV.t01	461	411	192	358	320	307	680	656	295	201
kefB.t01	1686	1329	600	915	801	1184	1902	5281	1079	1806
kefG.t01	574	536	200	403	302	485	834	1672	486	555
yheS.t01	4118	3692	1931	2136	1751	2040	3098	6142	2024	1914
yheT.t01	982	839	386	366	290	479	710	2895	557	1023
yheU.t01	364	296	216	198	193	224	340	591	192	219
prkB.t01	1405	1165	632	848	834	976	1406	2735	870	870
yhfA.t01	770	646	342	578	485	507	741	1210	373	405
crp.t01	24272	27322	23958	26354	23956	23594	26841	20728	11007	633
yhfK.t01	3703	3360	1970	1841	1597	1904	2840	6954	1628	2103
argD.t01	1340	1116	550	527	516	825	1203	3758	822	1221
pabA.t01	522	460	147	158	190	254	625	1667	256	564
fic.t01	546	404	176	380	280	425	614	1935	363	603
yhfG.t01	143	88	23	95	101	93	128	438	71	168
ppiA.t01	3559	3041	2317	1677	1439	1758	2388	3289	1436	573
tsgA.t01	1099	913	297	342	314	842	1111	3661	883	1182
nirB.t01	2649	2227	747	781	836	1409	2582	7706	1446	2544
nirD.t01	268	186	48	50	93	142	284	849	186	327
nirC.t01	753	607	163	256	173	403	625	2235	476	807
cysG.t01	1319	1110	440	430	498	945	1289	4017	961	1374
yhfL.t01	170	169	53	72	53	124	204	505	85	168
frlA.t01	1352	1038	341	493	325	679	1411	4001	897	1338
frlB.t01	1088	757	315	410	332	536	924	3177	669	1023
frlC.t01	971	705	182	282	229	493	896	2728	520	831
frlD.t01	804	606	202	267	250	454	840	2292	543	786
frlR.t01	1169	1033	386	474	365	472	991	2579	665	732
yhfS.t01	935	749	286	239	293	551	769	3043	596	1086
yhfT.t01	1227	1141	267	422	307	667	1103	4389	768	1305
yhfU.t01	381	309	94	143	124	208	334	1291	180	354
php.t01	882	703	293	249	274	504	709	2886	616	879
yhfW.t01	1165	950	218	327	288	629	975	3932	742	1227
yhfX.t01	1065	1012	259	321	253	659	1080	3778	699	1164
yhfY.t01	426	292	154	77	111	175	463	1263	233	363
yhfZ.t01	1172	999	341	434	268	613	1127	3210	647	906
trpS.t01	5023	4586	2971	2474	2522	2233	3035	4523	1666	1005
gph.t01	4246	4067	2635	2543	2361	1989	2462	3594	1224	759
rpe.t01	1973	1560	842	809	859	876	974	2730	799	678
dam.t01	1585	1343	699	627	619	845	1047	3093	727	837
damX.t01	2364	1946	1175	1266	1228	1238	1894	4624	1140	1287
aroB.t01	2421	2047	1090	1207	1091	1253	1962	4208	1297	1089
aroK.t01	1382	1125	623	647	610	667	895	2055	591	522
hofQ.t01	1518	1144	364	383	432	860	1338	3953	885	1239
hofP.t01	365	257	79	98	42	156	289	984	270	405
hofO.t01	361	268	99	88	101	159	281	1356	238	441
hofN.t01	474	366	125	154	174	293	529	1630	298	540
hofM.t01	723	540	173	236	208	409	713	2292	509	780
mrcA.t01	3169	2752	1018	1055	1119	1612	2425	9004	2004	2553
nudE.t01	1162	968	422	815	726	784	1089	2290	653	561
yrfF.t01	3770	3206	1609	1250	1243	1594	3376	8147	2019	2136
yrfG.t01	3749	3228	1814	4097	3541	3199	5139	5094	1944	669
hslR.t01	2260	2132	1227	2008	1878	1713	2755	3027	1520	402
hslO.t01	2737	2949	1586	2063	1913	1900	3904	4681	1830	879
yhgE.t01	2386	1956	691	1053	904	1705	2590	7502	1349	1725
pck.t01	16441	14642	9482	13583	11590	10199	17093	15865	8263	1623
envZ.t01	2910	2460	1387	1329	1169	1349	2461	5848	1765	1353
ompR.t01	2441	2038	1228	1635	1364	1412	2111	2849	951	720
greB.t01	856	666	289	412	291	511	603	2063	458	477
yhgF.t01	5356	4531	2641	2203	1891	2408	3462	9143	2522	2322
feoA.t01	446	392	177	99	87	169	264	868	144	228
feoB.t01	4030	3260	1481	923	895	1519	2692	8940	1949	2322
feoC.t01	749	745	444	231	274	307	827	1025	296	237
yhgA.t01	1220	1102	282	308	337	747	1002	3642	686	879
bioH.t01	1076	767	301	274	290	417	876	2701	657	771
gntX.t01	1301	1218	560	695	581	656	1177	3065	811	684
nfuA.t01	4058	3882	2575	2640	2344	1816	3238	3980	1651	576
gntT.t01	1633	1257	411	521	533	984	1538	4540	976	1317
malQ.t01	4291	3740	2053	5729	5806	4652	7701	10467	3701	2085
malP.t01	7431	6309	3251	10740	11012	8913	12342	15289	6819	2394
malT.t01	6268	5893	2985	5588	5089	5472	6769	13034	3944	2706
rtcA.t01	1027	853	293	311	292	653	906	3012	722	1017
rtcB.t01	1627	1469	422	401	368	803	1488	4603	909	1227
rtcR.t01	2042	1616	404	633	556	993	1570	6034	1157	1599
glpG.t01	1330	1184	430	397	409	618	990	3209	717	831
glpE.t01	646	633	321	291	273	353	669	1558	295	327
glpD.t01	22204	21531	16444	2722	2192	2193	3039	6308	1969	1506
glgP.t01	4964	4408	1968	4421	3933	4105	5549	11041	3063	2448
glgA.t01	2503	2260	883	1954	2085	2115	2475	6316	1803	1434
glgC.t01	4293	4144	2076	4900	5100	5106	5254	8079	3111	1296
glgX.t01	3052	2668	1012	1549	1455	1991	2588	8086	1764	1974
glgB.t01	4089	3202	1231	2704	2150	2937	3831	8923	2408	2187
asd.t01	2101	1686	572	910	771	1222	1865	4607	1310	1104
yhgN.t01	907	824	321	308	313	492	755	2640	535	594
gntU.t01	1885	1585	405	488	491	999	1448	5036	1071	1341
gntK.t01	898	642	155	205	182	366	728	2498	464	528
gntR.t01	2367	1940	952	988	898	1110	1843	4376	1241	996
yhhW.t01	967	861	297	238	359	470	738	2859	568	696
yhhX.t01	2201	1806	675	1244	1077	1332	2317	5055	1140	1038
ryhB.r01	125	72	31	41	18	37	77	316	63	90
yhhY.t01	651	531	234	157	190	378	595	1830	435	489
yhhZ.t01	1670	1503	368	346	298	736	1559	4925	877	1179
insA.t01	0	0	0	0	0	0	0	0	0	276
insB1.t01	0	0	0	0	0	0	0	0	0	504
yrhB.t01	388	304	93	87	130	195	270	1183	247	285
ggt.t01	2661	2314	786	3373	3500	3805	2988	8540	2347	1743
yhhA.t01	746	733	240	1010	895	957	1490	2156	654	441
ugpQ.t01	902	773	187	505	501	715	714	2484	699	744
ugpC.t01	1308	993	359	569	573	806	1177	4044	851	1071
ugpE.t01	1215	1095	256	347	354	609	1007	3205	734	846
ugpA.t01	1191	1040	291	460	408	684	1066	3320	712	888
ugpB.t01	2167	1787	605	4024	4099	4203	6811	7503	2205	1317
livF.t01	976	760	250	217	213	470	714	2757	629	714
livG.t01	1068	903	206	265	226	424	876	2890	545	768
livM.t01	1672	1374	461	407	412	930	1153	4838	877	1278
livH.t01	1170	1044	243	284	247	468	893	3338	700	927
livK.t01	1768	1446	494	529	527	1000	1628	4697	1058	1110
panM.t01	550	514	130	174	137	254	467	1485	249	384
livJ.t01	1994	1680	625	612	559	877	1752	4736	1064	1104
rpoH.t01	4145	3825	2212	2754	2764	2463	3877	5349	1949	855
ftsX.t01	2755	2243	1257	1215	1092	1366	2056	5095	1204	1059
ftsE.t01	1353	1039	523	537	468	623	958	2668	693	669
ftsY.t01	4677	4552	2615	2543	2147	2491	3782	6466	2228	1494
rsmD.t01	1105	1037	428	491	368	580	723	2427	661	597
yhhL.t01	412	302	121	76	93	156	252	823	162	270
yhhM.t01	1118	799	431	488	381	486	994	1792	437	360
yhhN.t01	1330	1124	437	615	605	686	1067	2639	620	627
zntA.t01	3399	2877	948	1046	830	1833	2425	8570	2010	2199
tusA.t01	788	701	556	316	190	258	378	1011	245	246
yhhQ.t01	1104	907	287	276	288	611	863	2938	625	666
dcrB.t01	2329	2073	1288	953	865	893	1814	3139	875	558
yhhS.t01	1780	1375	471	521	483	931	1296	4459	1004	1218
yhhT.t01	1761	1434	472	573	514	1037	1417	4684	962	1050
acpT.t01	1110	1083	553	469	382	582	998	2333	574	588
nikA.t01	2635	2334	673	764	836	1316	2139	6949	1342	1575
nikB.t01	1320	1093	344	355	371	845	1111	3704	691	945
nikC.t01	1012	875	266	310	279	526	863	2899	556	834
nikD.t01	920	813	253	290	284	505	712	2772	546	765
nikE.t01	1214	1196	337	366	312	529	841	3143	631	807
nikR.t01	2911	3009	1674	933	806	1017	1937	3131	1162	402
rhsB.t01	2072	1839	475	591	449	1065	1509	5630	1070	4236
yhhH.t01	601	490	142	123	101	234	486	1324	268	384
yhhI.t01	2956	2658	896	629	600	1397	1973	7749	1382	1137
yhhJ.t01	1874	1584	622	591	530	987	1471	5213	1109	1125
rbbA.t01	5232	4288	1754	1985	1879	2763	4108	12160	2996	2736
yhiI.t01	1762	1531	525	752	612	1088	1623	4299	994	1068
yhiJ.t01	2635	2383	643	509	652	1296	2396	7475	1125	1623
yhiM.t01	1992	1560	494	515	511	1080	1493	4796	1043	1053
yhiN.t01	2088	1646	566	641	570	1111	1680	5427	1331	1203
pitA.t01	11942	10542	6524	4207	3989	3633	5610	9434	3600	1500
uspB.t01	545	511	121	302	240	409	526	1316	328	336
uspA.t01	8351	7099	4414	7532	6859	5932	6289	5051	3770	435
dtpB.t01	3323	2625	1109	1297	1376	1890	2681	6980	1648	1470
rsmJ.t01	1092	957	305	408	385	652	968	2956	655	753
prlC.t01	5457	4670	2229	3711	3685	4152	5878	10925	3345	2043
rlmJ.t01	1754	1534	714	646	583	865	1373	3726	923	843
gor.t01	2664	2175	670	893	851	1199	1909	5989	1227	1353
dinQ.t01	91	116	39	34	24	39	67	266	37	84
agrA.r01	123	78	44	14	16	63	60	358	45	84
agrB.r01	108	76	42	18	36	22	60	337	68	84
arsR.t01	660	485	115	132	128	235	463	1604	294	354
arsB.t01	2357	1948	627	618	598	1051	1622	5885	1127	1290
arsC.t01	715	696	228	256	255	400	595	2145	405	426
insH1.t01	0	0	0	0	0	0	0	0	0	1017
slp.t01	918	854	219	797	726	771	1496	3221	930	567
dctR.t01	926	855	272	654	637	607	1275	2828	801	531
yhiD.t01	1142	763	309	855	747	888	1525	3368	849	648
hdeB.t01	649	571	162	5053	4715	3880	5632	5106	2219	327
hdeA.t01	856	842	463	21272	19455	14016	23925	16746	11232	333
hdeD.t01	1204	953	228	2033	1585	1685	2872	3876	1686	573
arrS.r01	62	59	45	19	14	16	75	161	17	69
gadE.t01	856	800	239	1238	1080	964	3427	3841	1069	528
mdtE.t01	1980	1514	543	807	691	1055	1726	5261	1119	1158
mdtF.t01	5535	5088	1475	1571	1402	2749	3994	14117	3251	3114
gadW.t01	2770	2695	1193	5743	5445	5549	5849	7512	2786	729
gadY.r01	125	97	42	92	106	128	95	345	80	105
gadX.t01	2072	1976	669	5376	4790	4706	13276	9223	3827	825
gadA.t01	3121	2642	762	3347	3107	2893	6382	10064	3920	1401
yhjA.t01	2719	2378	739	557	499	1299	1914	6411	1295	1398
treF.t01	2924	2671	957	1730	1541	2140	2535	7884	1806	1650
yhjB.t01	1053	1029	311	259	295	482	794	2526	558	603
yhjC.t01	2443	1883	905	524	483	791	2124	4820	1257	900
yhjD.t01	2137	2056	555	1514	1482	1869	2795	5294	1363	1014
yhjE.t01	2239	1949	570	735	641	1130	1696	5710	1261	1323
yhjG.t01	3684	3186	945	1332	1187	2193	2815	9619	2210	2061
yhjH.t01	1358	978	381	271	266	581	953	3606	614	768
kdgK.t01	2136	1830	743	553	459	909	1524	4349	811	930
yhjJ.t01	3886	3220	1445	1055	1034	1711	2842	7412	1733	1497
dctA.t01	8836	8424	6326	7395	6755	6051	8899	8588	2469	1287
yhjK.t01	4302	3736	1379	1280	1070	2045	3054	10058	2196	1989
bcsC.t01	5998	5175	1623	2391	2263	3640	5452	15932	3452	3474
bcsZ.t01	1866	1688	419	529	489	884	1315	5018	984	1107
bcsB.t01	4427	3684	1323	1233	1345	2028	2860	10649	2414	2340
bcsA.t01	4748	3829	1101	1113	1099	2221	3205	12365	2521	2619
yhjR.t01	361	305	109	151	115	242	310	897	228	189
bcsE.t01	4715	3865	1535	2506	2575	3086	4082	9414	2206	1572
bcsF.t01	414	411	152	191	196	257	347	814	112	192
bcsG.t01	4245	3526	1213	1501	1435	2096	2815	8571	2000	1680
ldrD.t01	172	198	58	93	78	127	277	504	163	108
rdlD.r01	43	47	21	23	9	29	23	186	35	66
yhjV.t01	2810	2491	996	2317	2242	3465	3763	8671	2166	1272
dppF.t01	1687	1468	511	3084	3073	3134	4243	6310	2829	1005
dppD.t01	1682	1407	493	1071	955	1328	2162	4453	1357	984
dppC.t01	1487	1127	344	639	542	825	1437	3813	1014	903
dppB.t01	1618	1356	373	773	871	1199	2220	4805	1331	1020
dppA.t01	6126	5616	2936	29431	26994	28675	75391	47174	31759	1608
proK.r01	90	59	28	20	6	54	57	183	46	77
eptB.t01	3691	3143	1100	924	762	1657	3260	8560	1983	1692
yhjX.t01	2152	1826	625	502	542	1009	1557	5844	995	1209
yhjY.t01	1470	1256	434	966	954	1209	1270	3867	841	699
tag.t01	1099	799	295	320	260	453	698	2655	527	564
yiaC.t01	733	583	280	256	211	312	715	1721	384	441
bisC.t01	4675	4170	1243	1569	1435	2386	3376	11678	2629	2334
yiaD.t01	1934	1664	901	384	389	584	800	3097	709	660
ghrB.t01	4530	4396	1854	1951	1697	2128	3710	7227	2256	975
yiaF.t01	2401	2001	787	1265	1419	1374	1932	3924	1100	711
yiaG.t01	648	421	135	1097	759	1205	1284	2427	707	291
cspA.t01	503	349	177	141	128	261	381	1062	253	213
hokA.t01	283	267	75	37	40	115	203	611	122	153
insJ.t01	999	764	347	237	322	457	780	2486	432	522
insK.t01	1641	1357	483	349	319	700	1159	4616	841	852
sokA.r01	0	0	0	0	0	0	0	0	0	30
glyS.t01	7850	6460	3293	2598	2552	3355	4615	10893	2764	2070
glyQ.t01	8023	6927	3874	3273	2886	2536	4418	6228	2420	912
ysaB.t01	663	532	111	250	292	452	482	1432	266	300
wecH.t01	2143	1926	665	776	727	1282	1782	5720	1020	996
yiaA.t01	917	800	213	165	189	456	609	2452	453	438
yiaB.t01	520	489	115	115	93	408	444	1878	309	342
xylB.t01	2455	1962	644	662	625	1196	1928	6735	1404	1455
xylA.t01	2566	2125	651	1623	1328	1729	3616	7264	1775	1323
xylF.t01	2227	1870	595	559	517	1104	2027	5659	1007	993
xylG.t01	3220	2766	1146	856	875	1558	2276	7553	1590	1542
xylH.t01	2041	1696	578	548	493	987	1498	5348	1056	1182
xylR.t01	2813	2434	1026	982	873	1343	2278	6256	1297	1179
bax.t01	3139	2722	1413	1969	1983	2248	3957	6064	2037	825
malS.t01	3933	3215	978	1138	1004	2119	4473	10586	2669	2031
avtA.t01	4282	3562	1788	2362	2065	2427	4322	8069	2415	1254
ysaA.t01	825	797	326	298	225	410	600	2130	580	474
yiaJ.t01	2124	1854	694	682	587	897	1324	4301	1121	849
yiaK.t01	2020	1701	603	396	437	841	1654	5265	983	999
yiaL.t01	987	856	215	169	176	304	781	2417	444	468
yiaM.t01	875	740	186	175	144	285	610	2094	423	474
yiaN.t01	2122	1819	528	512	533	1108	1698	6395	1090	1278
yiaO.t01	2000	1672	445	428	442	870	1413	4937	890	987
lyxK.t01	2650	2052	557	575	547	1177	1694	6471	1366	1497
sgbH.t01	882	757	349	222	178	441	578	2508	561	663
sgbU.t01	1560	1193	384	321	381	746	1139	3734	760	861
sgbE.t01	1030	823	247	337	259	577	651	2985	532	696
yiaT.t01	1322	1276	340	336	323	546	1001	3931	750	741
yiaU.t01	2455	2197	832	980	945	1189	2140	5607	1282	975
yiaV.t01	2004	1506	556	459	458	1055	1438	5459	1079	1137
yiaW.t01	605	511	163	106	121	297	435	1606	294	324
aldB.t01	2697	2230	742	884	830	1626	2763	7737	1596	1539
yiaY.t01	2154	1638	544	468	447	1172	1737	6071	1031	1152
selB.t01	4177	3527	1508	1389	1429	1936	3133	8928	2118	1845
selA.t01	2735	2248	835	873	795	1422	2146	6332	1608	1392
yibF.t01	1083	1037	339	512	606	799	1143	3003	738	609
rhsA.t01	11348	9589	2635	3025	2967	5602	8599	31124	6488	4134
yibA.t01	2106	1736	517	407	395	913	1768	5554	890	843
yibG.t01	647	754	184	152	167	334	731	2297	448	462
yibH.t01	1706	1552	503	611	446	979	1736	5457	1247	1137
yibI.t01	603	459	147	258	207	427	688	1804	398	363
mtlA.t01	4085	3103	965	1555	1495	2329	3781	9703	2368	1914
mtlD.t01	2920	2449	840	1401	1408	1963	2312	5811	1492	1149
mtlR.t01	1528	1272	566	706	537	784	1156	2565	622	588
yibT.t01	465	351	185	198	187	222	387	1097	233	210
yibL.t01	1176	1237	625	415	439	599	1094	2188	644	363
lldP.t01	4033	3541	2414	1077	852	1495	2539	7909	1864	1656
lldR.t01	2347	2255	1316	463	489	772	1408	3939	899	777
lldD.t01	3568	3012	1911	679	645	1007	1971	5387	1296	1191
trmL.t01	1438	1387	656	356	316	528	885	2435	589	474
cysE.t01	1583	1497	593	660	579	813	1285	3668	1037	822
gpsA.t01	3354	2914	1565	1622	1796	1837	3045	5377	1762	1020
secB.t01	4001	3386	2301	2644	2304	1883	3823	3677	1570	468
grxC.t01	1467	1299	618	804	789	724	1265	1730	620	252
yibN.t01	6032	5722	4224	3595	3456	3492	5453	4133	2190	432
gpmM.t01	5890	4703	2516	1283	1322	1578	2368	7385	1582	1545
envC.t01	2987	2608	997	986	864	1205	1872	5399	1497	1260
yibQ.t01	2727	2458	1133	799	764	1025	1454	4484	902	960
waaH.t01	1953	1634	639	401	423	856	1453	4849	908	1035
tdh.t01	3107	2297	1056	1045	1002	1312	1956	5005	1274	1026
kbl.t01	4128	3289	1486	1532	1504	1730	2805	5976	1680	1197
yibB.t01	3583	3790	2278	2268	1780	1889	5061	8065	1909	858
hldD.t01	4682	4640	2597	2645	2301	2382	4296	5908	2191	933
waaF.t01	3236	2824	1357	1164	1130	1332	1823	5259	1314	1047
waaC.t01	2759	2311	1077	1282	1163	1519	1690	4309	1077	960
waaL.t01	7277	7701	4305	5508	5321	4661	8445	8772	2605	1260
waaU.t01	4118	4530	2565	3006	2623	2770	5611	6769	1706	1074
waaZ.t01	2003	1924	613	707	637	921	1787	4526	836	852
waaY.t01	1639	1817	897	976	844	1213	1971	3831	873	699
waaJ.t01	1934	1730	769	570	643	972	1678	5072	877	1017
waaR.t01	5384	4885	3009	3760	3662	3343	6093	7254	2483	1020
waaB.t01	2104	1939	556	635	661	1035	1680	5218	918	1080
waaS.t01	1245	1414	448	526	431	816	1639	4528	800	936
waaP.t01	1930	1697	854	747	683	780	1625	3843	891	798
waaG.t01	3744	2969	1352	1366	1169	1442	2069	5648	1283	1125
waaQ.t01	2856	2754	1144	1311	1249	1362	2316	5614	1242	1035
waaA.t01	3186	2759	1106	966	775	1421	1911	5949	1496	1278
coaD.t01	1102	955	463	275	381	415	806	2307	492	480
mutM.t01	1334	1072	372	407	365	754	1021	3512	784	810
rpmG.t01	1325	996	592	790	621	627	2063	1686	544	168
rpmB.t01	1968	1905	1099	1252	935	1239	1471	1919	710	237
yicR.t01	1309	974	406	273	259	513	1066	2957	720	669
dfp.t01	4547	4508	2211	1684	1303	1616	2819	6399	1824	1221
dut.t01	1564	1342	723	580	579	526	1413	2265	755	456
slmA.t01	1315	1137	457	442	333	525	955	2781	728	597
pyrE.t01	997	853	251	257	219	543	660	2962	541	642
yicC.t01	2408	2142	1009	1392	1272	1266	1658	4267	1186	864
dinD.t01	1388	1193	341	1685	1490	1993	5535	5622	1746	825
yicG.t01	2167	2169	946	976	928	1040	889	2920	659	618
ligB.t01	2796	2391	811	829	680	1490	2353	8176	1626	1683
gmk.t01	3332	3008	1652	2067	1746	1840	2221	3923	1318	624
rpoZ.t01	3354	3443	1960	1632	1461	1444	1783	2508	1227	276
spoT.t01	13423	13260	7506	6115	5513	5859	8613	14328	5705	2109
trmH.t01	4306	3883	2185	1564	1524	1395	2352	4019	1642	690
recG.t01	5554	4847	2414	2052	1785	2206	3858	9411	2579	2082
gltS.t01	2219	1942	703	590	592	1117	2538	5914	1316	1206
xanP.t01	2485	1920	620	711	591	1246	2990	7867	2020	1392
yicH.t01	2938	2458	775	1081	698	1464	2599	7785	1629	1710
yicI.t01	3841	2785	1051	1034	1047	1966	3100	10821	2294	2319
yicJ.t01	2498	2085	674	750	691	1306	1928	6853	1335	1383
selC.r01	113	100	37	41	11	63	77	307	77	95
setC.t01	1913	1631	518	509	482	998	1641	5523	1107	1185
yicL.t01	1930	1735	663	803	631	995	1584	5331	854	924
nlpA.t01	1396	1419	367	539	521	930	1327	4528	968	819
yicS.t01	535	443	201	409	304	503	668	1818	294	294
nepI.t01	1940	1570	406	586	483	1117	1639	5372	1082	1191
yicN.t01	797	626	265	263	260	491	757	2378	466	453
yicO.t01	2137	1931	623	526	533	1130	1701	6680	1365	1335
ade.t01	2786	2396	898	734	745	1435	2722	8232	1690	1767
uhpT.t01	2218	1881	582	544	496	1146	2852	7008	1595	1392
uhpC.t01	2084	1607	569	536	566	1043	1516	6060	1191	1320
uhpB.t01	2048	1648	629	535	569	1088	1756	6676	1206	1503
uhpA.t01	930	788	320	307	288	567	759	2244	589	591
ilvN.t01	592	371	135	367	326	426	565	1183	299	291
ilvB.t01	2879	2307	926	1250	1083	1713	2839	8003	1833	1689
ivbL.t01	2468	2940	2722	2480	2354	2179	10361	4161	2175	99
istR.r01	425	944	183	224	151	352	1101	4303	522	140
tisB.t01	3365	3886	1090	101592	101253	63536	317105	119950	124373	90
emrD.t01	1866	1670	765	863	754	1033	1822	5346	1301	1185
yidF.t01	710	613	185	344	257	302	726	2300	525	498
yidG.t01	505	383	187	170	121	276	549	1515	282	363
yidH.t01	433	396	168	130	127	246	333	1368	324	348
yidI.t01	660	582	190	276	226	399	710	2119	439	450
yidJ.t01	2307	1932	635	487	503	1158	1730	6767	1383	1494
yidK.t01	2426	1845	723	621	595	1223	2302	7066	1484	1716
yidL.t01	1527	1479	430	413	309	787	1456	4431	699	894
yidP.t01	1052	779	247	244	238	463	828	3081	597	717
yidE.t01	3216	2557	958	1028	872	1605	2572	7739	1558	1662
ibpB.t01	674	560	99	181	173	290	597	2102	397	429
ibpA.t01	1556	1316	637	1857	1311	1157	4443	3365	1069	414
yidQ.t01	597	600	202	462	355	477	1352	1943	488	333
yidR.t01	1804	1518	507	641	506	948	1772	5666	985	1248
cbrA.t01	1687	1305	458	361	370	731	1395	4749	883	1065
dgoT.t01	1863	1328	518	403	479	898	1648	5371	1020	1293
dgoD.t01	1626	1296	478	417	330	794	1445	5113	979	1149
dgoA.t01	664	488	165	186	182	381	442	1977	406	618
dgoK.t01	1087	911	322	277	247	607	842	3464	691	879
dgoR.t01	877	713	237	254	256	415	831	2878	532	690
yidX.t01	1047	922	385	349	295	513	1118	3238	561	657
yidA.t01	1841	1584	749	568	495	716	1180	3635	752	813
yidB.t01	521	418	174	190	161	235	521	1705	295	399
gyrB.t01	11679	11517	6969	5636	5512	5886	8556	15186	5639	2415
recF.t01	1636	1419	479	688	640	865	1551	4280	1010	1074
dnaN.t01	3060	2694	1245	2074	1918	2071	2611	5610	1880	1101
dnaA.t01	2910	2476	1266	2283	1986	2014	3196	6446	2018	1404
rpmH.t01	2200	2241	1551	848	731	686	1132	1084	660	141
rnpA.t01	4514	4593	3073	1724	1483	1228	1924	2493	1425	360
yidD.t01	1674	1452	1059	503	458	350	745	973	471	258
yidC.t01	5828	5361	3448	1813	1686	2205	3863	7679	1930	1647
mnmE.t01	2390	1923	942	1170	1220	1429	1970	5373	1286	1365
tnaC.t01	9567	8984	4674	14688	12448	10249	4109	1943	1010	75
tnaA.t01	91566	79821	38626	150310	138778	98339	34239	19453	19146	1416
tnaB.t01	7543	6058	3562	4901	4042	3901	3625	5825	1543	1248
mdtL.t01	1590	1240	408	437	402	757	1211	4520	794	1176
yidZ.t01	1733	1409	629	642	621	760	1285	3506	839	960
yieE.t01	2042	1653	803	920	858	889	1604	3528	980	750
chrR.t01	1158	924	501	560	614	747	946	2350	651	567
purP.t01	2088	1636	635	763	689	866	1918	5041	1340	1338
yieH.t01	1019	773	427	309	371	491	832	2322	528	666
cbrB.t01	621	505	147	226	206	283	550	1506	297	468
